recordset	mode	frame	dir	event	*eol
gPlayerSequenceArcticBlast	S1	7	0	0	0
gPlayerSequenceArcticBlast	S1	8	0	0	0
gPlayerSequenceArcticBlast	S1	9	0	0	0
gPlayerSequenceArcticBlast	S1	9	0	1	0
gPlayerSequenceArcticBlast	S1	10	0	0	0
gPlayerSequenceArcticBlast	S1	11	0	0	0
gPlayerSequenceArcticBlast	S1	12	0	0	0
gPlayerSequenceArcticBlast	S1	13	0	0	0
gPlayerSequenceDragonBreath	S1	0	0	0	0
gPlayerSequenceDragonBreath	S1	1	0	0	0
gPlayerSequenceDragonBreath	S1	2	0	0	0
gPlayerSequenceDragonBreath	S1	3	0	0	0
gPlayerSequenceDragonBreath	S1	4	0	0	0
gPlayerSequenceDragonBreath	S1	5	0	0	0
gPlayerSequenceDragonBreath	S1	6	0	0	0
gPlayerSequenceDragonBreath	S1	7	0	0	0
gPlayerSequenceDragonBreath	S1	8	0	1	0
gPlayerSequenceDragonBreath	S1	9	0	0	0
gPlayerSequenceDragonBreath	S1	10	0	1	0
gPlayerSequenceDragonBreath	S1	11	0	0	0
gPlayerSequenceDragonBreath	S1	12	0	1	0
gPlayerSequenceDragonBreath	S1	12	0	0	0
gPlayerSequenceDragonBreath	S1	13	0	1	0
gPlayerSequenceDragonBreath	S1	13	0	0	0
gPlayerSequenceDragonBreath	S1	14	0	0	0
gPlayerSequenceDragonFlight	SC	0	0	0	0
gPlayerSequenceDragonFlight	SC	1	0	0	0
gPlayerSequenceDragonFlight	SC	2	0	0	0
gPlayerSequenceDragonFlight	SC	3	0	0	0
gPlayerSequenceDragonFlight	SC	4	0	0	0
gPlayerSequenceDragonFlight	SC	5	0	0	0
gPlayerSequenceDragonFlight	SC	6	0	0	0
gPlayerSequenceDragonFlight	SC	7	0	0	0
gPlayerSequenceDragonFlight	SC	8	0	0	0
gPlayerSequenceDragonFlight	SC	9	0	1	0
gPlayerSequenceDragonFlight	KK	0	0	0	0
gPlayerSequenceDragonFlight	KK	1	0	0	0
gPlayerSequenceDragonFlight	KK	2	0	0	0
gPlayerSequenceDragonFlight	KK	3	0	0	0
gPlayerSequenceDragonFlight	KK	4	0	1	0
gPlayerSequenceDragonFlight	KK	5	0	0	0
gPlayerSequenceDragonFlight	KK	6	0	0	0
gPlayerSequenceDragonFlight	KK	7	0	0	0
gPlayerSequenceDragonFlight	KK	8	0	0	0
gPlayerSequenceDragonFlight	KK	9	0	0	0
gPlayerSequenceDragonFlight	KK	10	0	0	0
gPlayerSequenceDragonFlight	KK	11	0	0	0
gPlayerSequenceDragonFlight	KK	12	0	0	0
gPlayerSequenceUnmorph	S1	15	0	0	0
gPlayerSequenceUnmorph	S1	14	0	0	0
gPlayerSequenceUnmorph	S1	13	0	0	0
gPlayerSequenceUnmorph	S1	12	0	0	0
gPlayerSequenceUnmorph	S1	11	0	0	0
gPlayerSequenceUnmorph	S1	10	0	0	0
gPlayerSequenceUnmorph	S1	9	0	0	0
gPlayerSequenceUnmorph	S1	8	0	0	0
gPlayerSequenceUnmorph	S1	7	0	0	0
gPlayerSequenceUnmorph	S1	6	0	0	0
gPlayerSequenceUnmorph	S1	5	0	0	0
gPlayerSequenceUnmorph	S1	4	0	0	0
gPlayerSequenceUnmorph	S1	3	0	0	0
gPlayerSequenceUnmorph	S1	2	0	1	0
gPlayerSequenceUnmorph	S1	1	0	0	0
gPlayerSequenceUnmorph	S1	0	0	0	0
gPlayerSequenceBladeFury	SC	0	0	0	0
gPlayerSequenceBladeFury	SC	1	0	0	0
gPlayerSequenceBladeFury	SC	2	0	0	0
gPlayerSequenceBladeFury	SC	3	0	0	0
gPlayerSequenceBladeFury	SC	4	0	0	0
gPlayerSequenceBladeFury	SC	5	0	0	0
gPlayerSequenceBladeFury	SC	6	0	0	0
gPlayerSequenceBladeFury	SC	7	0	0	0
gPlayerSequenceBladeFury	SC	8	0	0	0
gPlayerSequenceBladeFury	SC	9	0	0	0
gPlayerSequenceBladeFury	SC	9	0	0	0
gPlayerSequenceBladeFury	SC	9	0	0	0
gPlayerSequenceBladeFury	SC	10	0	1	0
gPlayerSequenceBladeFury	SC	11	0	0	0
gPlayerSequenceBladeFury	SC	12	0	0	0
gPlayerSequenceBladeFury	SC	13	0	0	0
gPlayerSequenceBladeFury	SC	14	0	0	0
gPlayerSequenceBladeFury	SC	15	0	0	0
gPlayerSequenceBladeFury	SC	16	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	0	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	1	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	2	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	3	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	4	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	5	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	6	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	7	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	8	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	9	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	9	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	9	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	10	0	1	0
D2R_PlayerSequenceCleave_HTH	SC	11	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	12	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	13	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	14	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	15	0	0	0
D2R_PlayerSequenceCleave_HTH	SC	16	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	0	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	1	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	2	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	3	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	4	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	5	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	6	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	7	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	8	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	9	0	1	0
D2R_PlayerSequenceCleave_1HS	SC	10	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	11	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	12	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	13	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	14	0	0	0
D2R_PlayerSequenceCleave_1HS	SC	15	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	0	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	1	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	2	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	3	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	4	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	5	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	6	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	7	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	8	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	9	0	1	0
D2R_PlayerSequenceCleave_1HT	SC	10	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	11	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	12	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	13	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	14	0	0	0
D2R_PlayerSequenceCleave_1HT	SC	15	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	0	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	1	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	2	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	3	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	4	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	5	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	6	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	7	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	8	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	9	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	10	0	1	0
D2R_PlayerSequenceCleave_2HS	SC	11	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	12	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	13	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	14	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	15	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	16	0	0	0
D2R_PlayerSequenceCleave_2HS	SC	17	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	0	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	1	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	2	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	3	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	4	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	5	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	6	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	7	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	8	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	9	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	10	0	1	0
D2R_PlayerSequenceCleave_2HT	SC	11	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	12	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	13	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	14	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	15	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	16	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	17	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	18	0	0	0
D2R_PlayerSequenceCleave_2HT	SC	19	0	0	0
D2R_PlayerSequenceCleave_STF	SC	0	0	0	0
D2R_PlayerSequenceCleave_STF	SC	1	0	0	0
D2R_PlayerSequenceCleave_STF	SC	2	0	0	0
D2R_PlayerSequenceCleave_STF	SC	3	0	0	0
D2R_PlayerSequenceCleave_STF	SC	4	0	0	0
D2R_PlayerSequenceCleave_STF	SC	5	0	0	0
D2R_PlayerSequenceCleave_STF	SC	6	0	0	0
D2R_PlayerSequenceCleave_STF	SC	7	0	0	0
D2R_PlayerSequenceCleave_STF	SC	8	0	0	0
D2R_PlayerSequenceCleave_STF	SC	9	0	0	0
D2R_PlayerSequenceCleave_STF	SC	10	0	1	0
D2R_PlayerSequenceCleave_STF	SC	11	0	0	0
D2R_PlayerSequenceCleave_STF	SC	12	0	0	0
D2R_PlayerSequenceCleave_STF	SC	13	0	0	0
D2R_PlayerSequenceCleave_STF	SC	14	0	0	0
D2R_PlayerSequenceCleave_STF	SC	15	0	0	0
D2R_PlayerSequenceCleave_STF	SC	16	0	0	0
D2R_PlayerSequenceCleave_STF	SC	17	0	0	0
D2R_PlayerSequenceCleave_STF	SC	18	0	0	0
D2R_PlayerSequenceCleave_STF	SC	19	0	0	0
D2R_PlayerSequenceCleave_STF	SC	20	0	0	0
D2R_PlayerSequenceCleave_STF	SC	21	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	8	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	10	0	1	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	11	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	12	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_HTH	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	8	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	10	0	1	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	11	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	12	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_1HT	SC	15	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	8	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	10	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	11	0	1	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	12	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	15	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	16	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	17	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	18	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	19	0	0	0
D2R_PlayerSequenceMirroredBlades_2HT	SC	20	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	8	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	10	0	1	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	11	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	12	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_1HS	SC	15	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	8	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	10	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	11	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	12	0	1	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	15	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	16	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	17	0	0	0
D2R_PlayerSequenceMirroredBlades_2HS	SC	18	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	8	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	10	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	11	0	1	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	12	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	15	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	16	0	0	0
D2R_PlayerSequenceMirroredBlades_BOW	SC	17	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	0	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	1	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	2	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	3	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	4	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	5	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	6	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	7	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	8	0	1	0
D2R_PlayerSequenceMirroredBlades_STF	SC	9	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	10	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	11	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	12	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	13	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	14	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	15	0	0	0
D2R_PlayerSequenceMirroredBlades_STF	SC	16	0	0	0
