array_name	runtime_records_rva	static_records_seed_rvas	record_index	runtime_record_rva	mode_id	mode_code	mode_name	frame	direction	event_id	event_name	native_bytes
gPlayerSequenceImpale_1HS	0x2383D80	0x19927B0	23	0x2383E0A	7	A1	Attack1	17	0	0	NONE	000007110000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	0	0x2383F60	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	1	0x2383F66	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	2	0x2383F6C	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	3	0x2383F72	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	4	0x2383F78	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	5	0x2383F7E	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	6	0x2383F84	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	7	0x2383F8A	8	A2	Attack2	6	0	0	NONE	000008060000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	8	0x2383F90	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	9	0x2383F96	8	A2	Attack2	8	0	0	NONE	000008080000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	10	0x2383F9C	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	11	0x2383FA2	8	A2	Attack2	9	0	0	NONE	000008090000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	12	0x2383FA8	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	13	0x2383FAE	8	A2	Attack2	12	0	1	MELEE_ATTACK	0000080C0001
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	14	0x2383FB4	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceFend_BOW	0x2383F60	0x1993BC0	15	0x2383FBA	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	0	0x2383FC0	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	1	0x2383FC6	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	2	0x2383FCC	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	3	0x2383FD2	8	A2	Attack2	2	0	0	NONE	000008020000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	4	0x2383FD8	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	5	0x2383FDE	8	A2	Attack2	6	0	0	NONE	000008060000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	6	0x2383FE4	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	7	0x2383FEA	8	A2	Attack2	9	0	0	NONE	000008090000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	8	0x2383FF0	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	9	0x2383FF6	8	A2	Attack2	10	0	0	NONE	0000080A0000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	10	0x2383FFC	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	11	0x2384002	8	A2	Attack2	14	0	0	NONE	0000080E0000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	12	0x2384008	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	13	0x238400E	7	A1	Attack1	16	0	0	NONE	000007100000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	14	0x2384014	7	A1	Attack1	17	0	0	NONE	000007110000
gPlayerSequenceFend_1HS	0x2383FC0	0x1992D90	15	0x238401A	0	DT	Death	0	0	0	NONE	000000000000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	0	0x2384170	7	A1	Attack1	0	0	0	NONE	000007000000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	1	0x2384176	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	2	0x238417C	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	3	0x2384182	7	A1	Attack1	3	0	1	MELEE_ATTACK	000007030001
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	4	0x2384188	7	A1	Attack1	3	0	0	NONE	000007030000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	5	0x238418E	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	6	0x2384194	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceWhirlwind	0x2384170	0x1990D58	7	0x238419A	7	A1	Attack1	6	0	1	MELEE_ATTACK	000007060001
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	0	0x23842F0	7	A1	Attack1	1	0	0	NONE	000007010000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	1	0x23842F6	7	A1	Attack1	2	0	0	NONE	000007020000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	2	0x23842FC	7	A1	Attack1	4	0	0	NONE	000007040000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	3	0x2384302	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	4	0x2384308	7	A1	Attack1	7	0	1	MELEE_ATTACK	000007070001
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	5	0x238430E	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	6	0x2384314	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	7	0x238431A	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	8	0x2384320	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	9	0x2384326	15	S3	Skill3	2	0	1	MELEE_ATTACK	00000F020001
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	10	0x238432C	15	S3	Skill3	4	0	0	NONE	00000F040000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	11	0x2384332	15	S3	Skill3	5	0	0	NONE	00000F050000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	12	0x2384338	15	S3	Skill3	6	0	0	NONE	00000F060000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	13	0x238433E	15	S3	Skill3	8	0	0	NONE	00000F080000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	14	0x2384344	15	S3	Skill3	9	0	0	NONE	00000F090000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	15	0x238434A	15	S3	Skill3	10	0	0	NONE	00000F0A0000
gPlayerSequenceDoubleSwing	0x23842F0	0x19934B0	16	0x2384350	15	S3	Skill3	11	0	0	NONE	00000F0B0000
gPlayerSequenceLightning	0x23844B0	0x1991690	0	0x23844B0	10	SC	Cast	0	0	0	NONE	00000A000000
gPlayerSequenceLightning	0x23844B0	0x1991690	1	0x23844B6	10	SC	Cast	1	0	0	NONE	00000A010000
gPlayerSequenceLightning	0x23844B0	0x1991690	2	0x23844BC	10	SC	Cast	3	0	0	NONE	00000A030000
gPlayerSequenceLightning	0x23844B0	0x1991690	3	0x23844C2	10	SC	Cast	4	0	0	NONE	00000A040000
gPlayerSequenceLightning	0x23844B0	0x1991690	4	0x23844C8	10	SC	Cast	5	0	0	NONE	00000A050000
gPlayerSequenceLightning	0x23844B0	0x1991690	5	0x23844CE	10	SC	Cast	7	0	0	NONE	00000A070000
gPlayerSequenceLightning	0x23844B0	0x1991690	6	0x23844D4	10	SC	Cast	8	0	0	NONE	00000A080000
gPlayerSequenceLightning	0x23844B0	0x1991690	7	0x23844DA	10	SC	Cast	9	0	1	MELEE_ATTACK	00000A090001
gPlayerSequenceLightning	0x23844B0	0x1991690	8	0x23844E0	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceLightning	0x23844B0	0x1991690	9	0x23844E6	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceLightning	0x23844B0	0x1991690	10	0x23844EC	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceLightning	0x23844B0	0x1991690	11	0x23844F2	10	SC	Cast	10	0	0	NONE	00000A0A0000
gPlayerSequenceLightning	0x23844B0	0x1991690	12	0x23844F8	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceLightning	0x23844B0	0x1991690	13	0x23844FE	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceLightning	0x23844B0	0x1991690	14	0x2384504	10	SC	Cast	9	0	0	NONE	00000A090000
gPlayerSequenceLightning	0x23844B0	0x1991690	15	0x238450A	10	SC	Cast	10	0	0	NONE	00000A0A0000
gPlayerSequenceLightning	0x23844B0	0x1991690	16	0x2384510	10	SC	Cast	11	0	0	NONE	00000A0B0000
gPlayerSequenceLightning	0x23844B0	0x1991690	17	0x2384516	10	SC	Cast	12	0	0	NONE	00000A0C0000
gPlayerSequenceLightning	0x23844B0	0x1991690	18	0x238451C	10	SC	Cast	13	0	0	NONE	00000A0D0000
gPlayerSequenceLeap	0x2384680	0x1991730	0	0x2384680	13	S1	Skill1	0	0	0	NONE	00000D000000
gPlayerSequenceLeap	0x2384680	0x1991730	1	0x2384686	13	S1	Skill1	1	0	0	NONE	00000D010000
gPlayerSequenceLeap	0x2384680	0x1991730	2	0x238468C	13	S1	Skill1	2	0	0	NONE	00000D020000
gPlayerSequenceLeap	0x2384680	0x1991730	3	0x2384692	13	S1	Skill1	3	0	0	NONE	00000D030000
gPlayerSequenceLeap	0x2384680	0x1991730	4	0x2384698	13	S1	Skill1	4	0	0	NONE	00000D040000
gPlayerSequenceLeap	0x2384680	0x1991730	5	0x238469E	13	S1	Skill1	5	0	1	MELEE_ATTACK	00000D050001
gPlayerSequenceLeap	0x2384680	0x1991730	6	0x23846A4	13	S1	Skill1	6	0	0	NONE	00000D060000
gPlayerSequenceLeap	0x2384680	0x1991730	7	0x23846AA	13	S1	Skill1	7	0	0	NONE	00000D070000
gPlayerSequenceLeap	0x2384680	0x1991730	8	0x23846B0	13	S1	Skill1	8	0	0	NONE	00000D080000
gPlayerSequenceLeap	0x2384680	0x1991730	9	0x23846B6	13	S1	Skill1	9	0	0	NONE	00000D090000
gPlayerSequenceLeap	0x2384680	0x1991730	10	0x23846BC	13	S1	Skill1	10	0	0	NONE	00000D0A0000
gPlayerSequenceLeap	0x2384680	0x1991730	11	0x23846C2	13	S1	Skill1	11	0	1	MELEE_ATTACK	00000D0B0001
gPlayerSequenceLeap	0x2384680	0x1991730	12	0x23846C8	13	S1	Skill1	12	0	0	NONE	00000D0C0000
gPlayerSequenceLeap	0x2384680	0x1991730	13	0x23846CE	13	S1	Skill1	13	0	0	NONE	00000D0D0000
gPlayerSequenceLeap	0x2384680	0x1991730	14	0x23846D4	13	S1	Skill1	14	0	1	MELEE_ATTACK	00000D0E0001
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	0	0x2384830	13	S1	Skill1	0	0	0	NONE	00000D000000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	1	0x2384836	13	S1	Skill1	1	0	0	NONE	00000D010000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	2	0x238483C	13	S1	Skill1	2	0	0	NONE	00000D020000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	3	0x2384842	13	S1	Skill1	3	0	0	NONE	00000D030000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	4	0x2384848	13	S1	Skill1	4	0	0	NONE	00000D040000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	5	0x238484E	13	S1	Skill1	5	0	1	MELEE_ATTACK	00000D050001
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	6	0x2384854	13	S1	Skill1	6	0	0	NONE	00000D060000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	7	0x238485A	13	S1	Skill1	7	0	0	NONE	00000D070000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	8	0x2384860	13	S1	Skill1	8	0	0	NONE	00000D080000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	9	0x2384866	13	S1	Skill1	9	0	0	NONE	00000D090000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	10	0x238486C	13	S1	Skill1	10	0	0	NONE	00000D0A0000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	11	0x2384872	13	S1	Skill1	11	0	1	MELEE_ATTACK	00000D0B0001
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	12	0x2384878	13	S1	Skill1	12	0	0	NONE	00000D0C0000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	13	0x238487E	13	S1	Skill1	13	0	0	NONE	00000D0D0000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	14	0x2384884	13	S1	Skill1	14	0	0	NONE	00000D0E0000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	15	0x238488A	7	A1	Attack1	5	0	0	NONE	000007050000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	16	0x2384890	7	A1	Attack1	6	0	1	MELEE_ATTACK	000007060001
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	17	0x2384896	7	A1	Attack1	7	0	0	NONE	000007070000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	18	0x238489C	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	19	0x23848A2	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	20	0x23848A8	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceLeapAttack_HTH	0x2384830	0x1992840	21	0x23848AE	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	0	0x23848C0	13	S1	Skill1	0	0	0	NONE	00000D000000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	1	0x23848C6	13	S1	Skill1	1	0	0	NONE	00000D010000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	2	0x23848CC	13	S1	Skill1	2	0	0	NONE	00000D020000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	3	0x23848D2	13	S1	Skill1	3	0	0	NONE	00000D030000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	4	0x23848D8	13	S1	Skill1	4	0	0	NONE	00000D040000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	5	0x23848DE	13	S1	Skill1	5	0	1	MELEE_ATTACK	00000D050001
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	6	0x23848E4	13	S1	Skill1	6	0	0	NONE	00000D060000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	7	0x23848EA	13	S1	Skill1	7	0	0	NONE	00000D070000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	8	0x23848F0	13	S1	Skill1	8	0	0	NONE	00000D080000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	9	0x23848F6	13	S1	Skill1	9	0	0	NONE	00000D090000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	10	0x23848FC	13	S1	Skill1	10	0	0	NONE	00000D0A0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	11	0x2384902	13	S1	Skill1	11	0	1	MELEE_ATTACK	00000D0B0001
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	12	0x2384908	13	S1	Skill1	12	0	0	NONE	00000D0C0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	13	0x238490E	13	S1	Skill1	13	0	0	NONE	00000D0D0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	14	0x2384914	13	S1	Skill1	14	0	0	NONE	00000D0E0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	15	0x238491A	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	16	0x2384920	7	A1	Attack1	7	0	1	MELEE_ATTACK	000007070001
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	17	0x2384926	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	18	0x238492C	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	19	0x2384932	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	20	0x2384938	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	21	0x238493E	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	22	0x2384944	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	23	0x238494A	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceLeapAttack_BOW_1HT	0x23848C0	0x1992370	24	0x2384950	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	0	0x2384960	13	S1	Skill1	0	0	0	NONE	00000D000000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	1	0x2384966	13	S1	Skill1	1	0	0	NONE	00000D010000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	2	0x238496C	13	S1	Skill1	2	0	0	NONE	00000D020000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	3	0x2384972	13	S1	Skill1	3	0	0	NONE	00000D030000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	4	0x2384978	13	S1	Skill1	4	0	0	NONE	00000D040000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	5	0x238497E	13	S1	Skill1	5	0	1	MELEE_ATTACK	00000D050001
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	6	0x2384984	13	S1	Skill1	6	0	0	NONE	00000D060000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	7	0x238498A	13	S1	Skill1	7	0	0	NONE	00000D070000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	8	0x2384990	13	S1	Skill1	8	0	0	NONE	00000D080000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	9	0x2384996	13	S1	Skill1	9	0	0	NONE	00000D090000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	10	0x238499C	13	S1	Skill1	10	0	0	NONE	00000D0A0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	11	0x23849A2	13	S1	Skill1	11	0	1	MELEE_ATTACK	00000D0B0001
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	12	0x23849A8	13	S1	Skill1	12	0	0	NONE	00000D0C0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	13	0x23849AE	13	S1	Skill1	13	0	0	NONE	00000D0D0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	14	0x23849B4	13	S1	Skill1	14	0	0	NONE	00000D0E0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	15	0x23849BA	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	16	0x23849C0	7	A1	Attack1	7	0	0	NONE	000007070000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	17	0x23849C6	7	A1	Attack1	8	0	0	NONE	000007080000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	18	0x23849CC	7	A1	Attack1	9	0	1	MELEE_ATTACK	000007090001
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	19	0x23849D2	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	20	0x23849D8	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	21	0x23849DE	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	22	0x23849E4	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	23	0x23849EA	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	24	0x23849F0	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	25	0x23849F6	7	A1	Attack1	16	0	0	NONE	000007100000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	26	0x23849FC	7	A1	Attack1	17	0	0	NONE	000007110000
gPlayerSequenceLeapAttack_1HS_XBW	0x2384960	0x1992500	27	0x2384A02	7	A1	Attack1	18	0	0	NONE	000007120000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	0	0x2384A10	13	S1	Skill1	0	0	0	NONE	00000D000000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	1	0x2384A16	13	S1	Skill1	1	0	0	NONE	00000D010000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	2	0x2384A1C	13	S1	Skill1	2	0	0	NONE	00000D020000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	3	0x2384A22	13	S1	Skill1	3	0	0	NONE	00000D030000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	4	0x2384A28	13	S1	Skill1	4	0	0	NONE	00000D040000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	5	0x2384A2E	13	S1	Skill1	5	0	1	MELEE_ATTACK	00000D050001
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	6	0x2384A34	13	S1	Skill1	6	0	0	NONE	00000D060000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	7	0x2384A3A	13	S1	Skill1	7	0	0	NONE	00000D070000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	8	0x2384A40	13	S1	Skill1	8	0	0	NONE	00000D080000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	9	0x2384A46	13	S1	Skill1	9	0	0	NONE	00000D090000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	10	0x2384A4C	13	S1	Skill1	10	0	0	NONE	00000D0A0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	11	0x2384A52	13	S1	Skill1	11	0	1	MELEE_ATTACK	00000D0B0001
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	12	0x2384A58	13	S1	Skill1	12	0	0	NONE	00000D0C0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	13	0x2384A5E	13	S1	Skill1	13	0	0	NONE	00000D0D0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	14	0x2384A64	13	S1	Skill1	14	0	0	NONE	00000D0E0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	15	0x2384A6A	7	A1	Attack1	6	0	0	NONE	000007060000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	16	0x2384A70	7	A1	Attack1	7	0	0	NONE	000007070000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	17	0x2384A76	7	A1	Attack1	8	0	1	MELEE_ATTACK	000007080001
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	18	0x2384A7C	7	A1	Attack1	9	0	0	NONE	000007090000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	19	0x2384A82	7	A1	Attack1	10	0	0	NONE	0000070A0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	20	0x2384A88	7	A1	Attack1	11	0	0	NONE	0000070B0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	21	0x2384A8E	7	A1	Attack1	12	0	0	NONE	0000070C0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	22	0x2384A94	7	A1	Attack1	13	0	0	NONE	0000070D0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	23	0x2384A9A	7	A1	Attack1	14	0	0	NONE	0000070E0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	24	0x2384AA0	7	A1	Attack1	15	0	0	NONE	0000070F0000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	25	0x2384AA6	7	A1	Attack1	16	0	0	NONE	000007100000
gPlayerSequenceLeapAttack_STF	0x2384A10	0x1990DA0	26	0x2384AAC	7	A1	Attack1	17	0	0	NONE	000007110000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	0	0x2384C10	11	TH	Throw	2	0	0	NONE	00000B020000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	1	0x2384C16	11	TH	Throw	3	0	0	NONE	00000B030000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	2	0x2384C1C	11	TH	Throw	4	0	0	NONE	00000B040000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	3	0x2384C22	11	TH	Throw	6	0	0	NONE	00000B060000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	4	0x2384C28	11	TH	Throw	7	0	0	NONE	00000B070000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	5	0x2384C2E	11	TH	Throw	8	0	1	MELEE_ATTACK	00000B080001
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	6	0x2384C34	15	S3	Skill3	2	0	0	NONE	00000F020000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	7	0x2384C3A	15	S3	Skill3	4	0	0	NONE	00000F040000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	8	0x2384C40	15	S3	Skill3	5	0	0	NONE	00000F050000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	9	0x2384C46	15	S3	Skill3	7	0	1	MELEE_ATTACK	00000F070001
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	10	0x2384C4C	15	S3	Skill3	8	0	0	NONE	00000F080000
gPlayerSequenceDoubleThrow	0x2384C10	0x1993240	11	0x2384C52	15	S3	Skill3	10	0	0	NONE	00000F0A0000
